region,date,author,link,title,tags,summary,segment,research_type
EU,2019-02-01,Jessica Bush,https://docs.google.com/presentation/d/1oVSenZrzZ23uqIOR-pwcRUk1IJjX_ze11MqEPOKrko8/edit?usp=sharing,"Understand what new users would do with their account, immediately after signing up. Evaluate how users setup Apple Pay or Google Pay.","evaluative, usability testing, interviews, card sort, topup, activation, onboarding, add funds, apple pay, google pay, DE","Understand what new users would do with their account, immediately after signing up. Evaluate how users setup Apple Pay or Google Pay. ",Product > Engagement,User Research
EU,2020-05-01,Somayeh Ranjbar,https://docs.google.com/presentation/d/1OS3gr-4W_02BFZr7Yn1UJ3SPlQapXAiAeLwLSAEIFLs/edit#slide=id.g84277a4f53_0_381,"Understanding the main reasons of downgrading in Membership , “Late Churn” category","Interviews, Perceived Value, downgrading path, poor value, mind map, user empathy map, brand relationship, exploratory",What are the main value triggers making users subscribe for a premium account in N26? What are the missing values causing late Churners (month 5-12) in You and Metal? What are users’ perceptions about our membership value?,Product > Subscriptions,User Research
EU,2020-04-01,Josh Morales,https://number26-jira.atlassian.net/wiki/spaces/ProdTech/pages/1785561606/Upgraders+Research+March-April+2020,Understanding the main reasons of upgrading in Membership,"exploratory, Interviews, Exploratory Research, usage schemes, upgrade likelihood, price sensitivity","The main findings of this research are that: a previous negative travel experience and/or planning a trip dramatically increase the probability of an active user to upgrade. YOU upgraders have it clear over Metal: travel insurances are the same, no need for a metal card and the rest of perks.  Price-sensitivity plays a key role in determining which and how many of the trigger events are taken into account to upgrade (see Upgrade Likelihood Model). The way of evaluating if it’s still worth to keep paying is insurance usage and/or time of coverage (e.g. mobile). No one rank partner benefits as a reason to upgrade and even though the majority were aware of them, nobody ever used any.",Product > Subscriptions,User Research
EU,2020-09-01,"Maria Hock, Andrew Shapiro, Daniele Sandri",https://docs.google.com/presentation/d/1pSx7TtFIlKLpu1vMxeGQ1tQuoBy96sCT6w0FzZpxSrg/edit?ts=5f74f965#slide=id.g75d46a1cec_1_118,Upfront payment for membership fee during signup,"Remote interviews, Signup flow, account opening, plan selection, membership fee, discounts, exploratory, evaluative, signup",Upfront payment for membership fee during signup. Define the account opening flow when allowing customers to pay upfront for a membership/ Understand perceptions around discounts for membership fees.,Product > Subscriptions,User Research
US,2020-03-01,Kai Hsing,https://docs.google.com/presentation/d/1z1WW4piuJQibGfQWHsmNSWq-WVLQVNz4BuF2lVNBnhc/edit?usp=drive_open&ouid=111655572442959744056,US concept testing for Perks feature improvements and experience ideas,"Perks, US Perks, discounts, cashback, concept testing, user interviews, MaxDiff, exploratory, generative",Here we aim to evaluate feature improvements and develop a design approach for a Perks experience that improves retention and increases transactions among current customers and acquires more valuable customers who choose to open an N26 account. We also want to understand implications and considerations for Perks discovery and engagement. Our main suggestions are to explore ways to increase relevance for customers with recommendations; use game mechanics along the customer journey to maintain engagement; reduce friction to save by directly providing helpful tools in the right moments; use purchase frequency as a way to drive engagement with Perks; find opportunities to engage users and show value through cumulative saving; and Position perks as a way to help you spend smarter and have your money work for you.,Product > US,User Research
US,2020-12-01,Emilie Guillon,https://docs.google.com/presentation/d/1G-jVqBGgGJP5h1q2YUsDO-Z-A5CCMJCuFR5HIL4UCjw/edit?usp=sharing,US Market - What do we know so far,"US, customers, non-users, banking habits, perception, usage, false assumptions, account opening experience, opportunities, Market research, desk research, strategic",Digital banking habits. Who are our customers? How do customers perceive and use N26? What are the opportunities for the US Market?,Product > US,User Research
US,2021-01-01,Emilie Guillon,https://docs.google.com/presentation/d/1V9pF_4wXC2eYALI-hgY_5YdMO71qpV5hPOHJU_rc_N4/edit?usp=sharing,US Website competitor analysis,"US, website, competitor, account opening, user segments, markets, strategic, user test","Reasons to choose Chime, Venmo or Simple to open an account with.",Product > US,User Research
EU,2021-03-01,Emilie Guillon,https://docs.google.com/presentation/d/1yVfhrxGBkCa8OpM370Lvi15R6ja63XysLsHytEMF1lE/edit#slide=id.gc59ec4f392_0_56,Usability of the new website navigation (header & footer),"evaluative, Usability testing, remote, unmoderated, website, header, footer, non-users",Understand whether the design for the top and bottom navigation allows users to easily get the information they are seeking.,Product > Acquire,User Research
EU,2020-02-01,Maria Hock,https://docs.google.com/presentation/d/1h7K4c7y_1GjTJOclnUHNFZu3ZWZ0xvPKZRNDj6vi4UU/edit#slide=id.g71c84f6c33_0_158,Usability test to assess the flow for foreign currency transfers,"TransferWise, money transfer, foreign currency transfer, international transfer, evaluative",With this usability test we want to: learn if users want to get a transfer quote before adding the contact or vice versa and collect additional qualitative input about having a distinct entry point for FX Transfers on the actions tab - as added value to the upcoming test for entry points. The main finding is that both entry point variations were clear to users. Most of them were able to continue the task. The term “International transfers” aligns better with user’s every-day language.,Product > Engagement,User Research
US,2019-09-01,Vivian Lo,https://docs.google.com/presentation/d/1pzpTPpNQo_dvVkI_e0q-PeJs0GXuas2fF-90iaM4bco/edit#slide=id.g5937e63769_0_0,Usability testing for first US Perks release to identify improvements and opportunities for future versions,"Perks, usability, US Perks, evaluative","The objectives of this research are to evaluate the value and clarity of Perks feature as it is today and test 3 different multi-selection flows to evaluate preference & usability. Here you can find learnings about these flows, rebate notifications and the perceived value of perks and desirable partners.",Product > US,User Research
US,2019-10-01,Leyli Guliyeva,https://docs.google.com/presentation/d/1NaeGH41yabaqPxqnoJeNc6KyNlkKOkF2VuF6v3gn8Tk/edit?usp=sharing,Usability testing for US account linking and funding flows,"account funding, account link, ach, evaluative","The main objectives of this research are to evaluate the value of account funding features and understand the preferred method for customers to fund their account; evaluate usability, clarity and proposed entry points of account linking and funding flows using Plaid integration; and understand implications of introducing a fee structure for Stripe funding method. We found that tasks were overall easy to find and complete. participants indicated they are more likely to add funds into their account and use N26 if these features were available today. Half the participants we interviewed had not added funds into their account given the current lengthy and complex process. Debit card transfer was the most popular option out of all the funding options reviewed. Finally, participants were generally familiar with Plaid.",Product > US,User Research
US,2019-10-01,Leyli Guliyeva,https://docs.google.com/presentation/d/12ciCev_HkAA9G9TNwfJ_3OfJASDKNlUmd4w6lsQrw1o/edit?usp=sharing,Usability testing for US direct deposit setup,"account funding, direct deposit, primary bank account, evaluative","It is difficult for N26 customers to find guidance on how to set up direct deposit or get a direct deposit form in the app today, as N26 does not actively promote or encourage usage of the feature. After initial guerrilla testing, we learned that there was a preference for a step-by-step direct deposit form generation. Two concepts were then created to test with customers on how to best deliver on this experience, looking at smaller copy and UX details.",Product > US,User Research
EU,2018-07-01,Jessica Bush,https://docs.google.com/presentation/d/1yZuhObgxoRbbxJTB4x175YtGNbxMrFs7da3xbwgJbw8/edit,Usability testing of the prototype of the support Chatbot,"evaluative, usability, chatboot, support, CS, assistance","Determine whether participants feel confident chatting with a Bot. Verify participants’ preferences in terms of tone, speed and pace, and understand whether participants would find a ChatBot useful.",Product > Assistance,User Research
EU,2018-04-01,"Tishia Que, Jessica Bush",https://docs.google.com/presentation/d/1hUrl4lIwPiIeCeTSy3V3kepCAlOYJ7M_mrQMcyqWjSo/edit#slide=id.g2f4cb6002b_0_115,Usability testing of the then current Credit flow - with FinTechSystems (as experienced by N26 users in Germany) vs AUXmoney,"evaluative, usability, Credit, Lending, FinTech Systems, FTS, Auxmoney",Usability testing of the then current Credit flow - with FinTechSystems (as experienced by N26 users in Germany) vs AUXmoney,Product > Bank Products,User Research
EU,2019-02-01,Jessica Bush,https://docs.google.com/presentation/d/1zrNHlF77E-f9DeAVmEwhzu2j8N_UDmiASFA2O1s1qEo/edit?usp=sharing,"Usability testing to evaluate how well people are able to top-up and add funds to their new N26 account, after going through KYC. ","evaluative, usability testing, interviews, top-up activation, onboarding, add funds, DE","Usability testing to evaluate how well people are able to top-up and add funds to their new N26 account, after going through KYC. ",Product > Engagement,User Research
EU,2019-08-01,"Radina Doneva, Jessica Bush",https://docs.google.com/presentation/d/1fiswbsi_8LE6SEFhfcIiVmffAcl0Q3v8moCH3ZZnDzM/edit#slide=id.g54ffb9b0d7_0_75,Usability testing: Feed & Spaces transfers,"evaluative, usability testing, timeline, home, feed, transfers, transactions, spaces, shared spaces",Usability testing to understand how people currently engage with the transaction list in Home and how/where they expect space-to-space transactions to appear.,Product > Engagement,User Research
BR,2019-08-01,Shruti Ramiah,https://docs.google.com/presentation/d/115_brdQgM93lOo6zBEhE7Eaqca-PZnZ0kOf0SRKxWBE/edit?usp=sharing,UX evaluation of current product and new concept testing with potential customers in Brazil.,"Brazil, product vision, MVP, discovery, user mindsets, non-users, user segments, In-depth in-home interviews, strategic, evaluative, markets",UX evaluation of current product and new concept testing with potential customers in Brazil. UI Flows & overall UX. New sacrificial concepts. Existing membership tiers. Multi-currency accounts.,Product > Markets,User Research
BR,2019-08-01,Shruti Ramiah,https://drive.google.com/file/d/1XJ0W1Z_6N1IW4v3v4ToruQP6VdKQhaCH/view?usp=sharing,VIDEO: Brazil - money management,"Brazil, product vision, MVP, discovery, user mindsets, non-users, user segments, In-depth in-home interviews, strategic, markets","VIDEO: 5 min video with key observations about how Brazilians manage their money. Lays the ground for understanding the other research reports. Preference between cash, debit and credit. Reasons for preferring credit cards. How they use instalments. Attitude towards saving and investing.",Product > Markets,User Research
Global,2020-09-01,"Jolene Tan-Davidovic, Nathan Davies",https://docs.google.com/presentation/d/1zqJIqe1X7dUU-olPq5TCH8qJ35-09em2xxmPdoFMq8c/edit?usp=sharing,"Website Information Architecture Research: Tree tests, Usability tests, and more","evaluative, usability testing, remote, unmoderated, tree testing, card sorting, information architecture, IA, website, EU, US","Website Information Architecture Research: Tree tests, Usability tests, and more. In support of the redesign of the website navigation.",Product > Acquire,User Research
US,2021-04-01,Emilie Guillon,https://docs.google.com/presentation/d/1trehklTZRIytFZRX7_Fenp-ZGEQADh9IDHn3tGXod3s/edit,US Perks (website page),"evaluative, usability testing, unmoderated, website, non-users, perks",Understand how users navigate through the new Perks page of the website and how the information displayed is perceived.,Product > US,User Research
EU,2020-10-01,Meng-Cheng Lin,https://docs.google.com/presentation/d/1JF-_sU737x19R-x2T5qfbgLx9cnB3WjZbbiUXO7Bo1A/edit#slide=id.gcbc304c480_0_0,Contextual trigger for Overdraft,"bank products, overdraft, infocards",User perception of getting contextual triggers for overdraft and their general experience of using the product,Product > Bank Products,User Research
EU,2021-02-01,Meng-Cheng Lin,https://docs.google.com/presentation/d/19478-RzIffjz38MTnfSts9Bjw0jzHDMZt9E-AdSgr94/edit#slide=id.p,Installment public beta user testing,"bank products, installments, evaluation",Understanding who are our installments users,Product > Bank Products,User Research
EU,2021-07-01,Emilie Guillon,https://docs.google.com/presentation/d/1VGl54rjpuZpUCeYlfp5TSEHhXXkVW-zvnL2WkwygC5E/edit#slide=id.g96089a0a55_0_0,Security and Trust on the Website,"website, trust, security, exploratory, observation, remote, moderated, non-users, non-customers, DE, EU","Understand what means security in a bank for users, if users think that the N26 website builds trust and how we could do a better job at it (by taking inspiration from Starling Bank and Tomorrow).",Product > Acquire,User Research
EU,2021-05-03,"Jolene Tan-Davidovic, Emilie Guillon, Francesco Bianchi",https://docs.google.com/presentation/d/1jmVL7jdeR9nBEOAeWf90wSsXgyhkgA5nZiqDXWWxJsg/edit#slide=id.g6bbe322f9a_0_16,Customer attitude on climate change,"survey, climate change, Co2, offset, footprint, attitude, N26-users, N26-customers, EU","Understand customers personal attitudes towards climate change, their personal actions and their receptivness to an N26 CO2 offsetting solution.",Product,User Research
EU,2021-10-21,Dionysios Georgios Papadimitriou,https://docs.google.com/presentation/d/1msMRRUO8TnkOOgS-9gLI7OlRhQ2qI4kXtGr4Qyy3NE4/edit#slide=id.g96089a0a55_0_0,Contextual Entry points for Spaces,"Spaces, entry points, moderated, test, prototype test","We know from the strategy pillars for Spaces 2021 that users have expressed that they lack context and understanding of how to use Spaces. Similarly, increasing the number of eligible users on Spaces is in line with the Spaces PTX OKRs (KR1.2). As such, the team wanted to explore adding contextual entry points for Spaces based on user activity to incentivise users to interact and explore Spaces. ",Product > Engagement,User Research
EU,2021-10-22,Daniele Sandri,https://www.figma.com/file/5CcP11v9sj3bJh69K9exmj/Revamp-plan-selection?node-id=906%3A154404,Revamp Plan Selection,"user test, remote, unmoderated, plan selection, evaluative, signup, account opening, memberships","Unmoderated, remote usability test to validate our approach to 'Revamp Plan Selection', in which we switch the way we present our offering, presenting it in terms of value proposition rather than a long list of benefits, helping our users better understand tiers’ differences and how these apply to their lives.",Product > Subscriptions,User Research
Global,2019-10-01,James Crease,https://docs.google.com/presentation/d/1d3RzAgtQq4Yx8Bh33vlBt1OSJ09zMeoaqVlOTdtcnOE/edit?usp=sharing,2019 Q3 NPS Report,"NPS, satisfaction, customer experience, user engagement, tracking survey, relationship survey","Quarterly report of our Net Promoter Score (NPS) survey.  This survey tracks users overall perception of our service delivery, measuring our performance, identifying what drives satisfaction and highlighting where we need to improve",Growth,Growth Insights
Global,2020-01-01,James Crease,https://docs.google.com/presentation/d/1Pu4WJTyHb0pnEqQmGecAnBmcHoWrjbrvMXIAFN82cZY/edit?usp=sharing,2019 Q4 NPS Report,"NPS, satisfaction, customer experience, user engagement, tracking survey, relationship survey","Quarterly report of our Net Promoter Score (NPS) survey.  This survey tracks users overall perception of our service delivery, measuring our performance, identifying what drives satisfaction and highlighting where we need to improve",Growth,Growth Insights
Global,2020-04-01,James Crease,https://docs.google.com/presentation/d/1lVAOPoSGzbs8xJ003vQBuDss6nbZK_ynkg3s4PsWack/edit?usp=sharing,2020 Q1 NPS Report,"NPS, satisfaction, customer experience, user engagement, tracking survey, relationship survey","Quarterly report of our Net Promoter Score (NPS) survey.  This survey tracks users overall perception of our service delivery, measuring our performance, identifying what drives satisfaction and highlighting where we need to improve",Growth,Growth Insights
Global,2020-07-01,James Crease,https://docs.google.com/presentation/d/1FqPNVkxt0JMJa4ErMpPKTY0Z-LA5PNTf9CVyRyfDNNw/edit?usp=sharing,2020 Q2 NPS Report,"NPS, satisfaction, customer experience, user engagement, tracking survey, relationship survey","Quarterly report of our Net Promoter Score (NPS) survey.  This survey tracks users overall perception of our service delivery, measuring our performance, identifying what drives satisfaction and highlighting where we need to improve",Growth,Growth Insights
Global,2020-10-01,James Crease,https://docs.google.com/presentation/d/1DOwBB7ZuKSHKLtvAZwX-u4gicTowDvhPMps5DwVTjhs/edit?usp=sharing,2020 Q3 NPS Report,"NPS, satisfaction, customer experience, user engagement, tracking survey, relationship survey","Quarterly report of our Net Promoter Score (NPS) survey.  This survey tracks users overall perception of our service delivery, measuring our performance, identifying what drives satisfaction and highlighting where we need to improve",Growth,Growth Insights
Global,2021-01-01,James Crease,https://docs.google.com/presentation/d/1oi4m_KpAA_v5_Df9xc0g73uE7DCLqR7CVDBGupB7T-w/edit?usp=sharing,2020 Q4 NPS Report,"NPS, satisfaction, customer experience, user engagement, tracking survey, relationship survey","Quarterly report of our Net Promoter Score (NPS) survey.  This survey tracks users overall perception of our service delivery, measuring our performance, identifying what drives satisfaction and highlighting where we need to improve",Growth,Growth Insights
Global,2021-04-01,James Crease,https://docs.google.com/presentation/d/1JSpybqKkRqAsxIWz_ZkqyuhzIooio1YPkq8g_37X0Qk/edit?usp=sharing,2021 Q1 NPS Report,"NPS, satisfaction, customer experience, user engagement, tracking survey, relationship survey","Quarterly report of our Net Promoter Score (NPS) survey.  This survey tracks users overall perception of our service delivery, measuring our performance, identifying what drives satisfaction and highlighting where we need to improve",Growth,Growth Insights
Global,2021-07-01,James Crease,https://docs.google.com/presentation/d/1i95xhSmwrS1AUTYR7QhYgx3unm9omaXokQfLmOwi4ZM/edit?usp=sharing,2021 Q2 NPS Report,"NPS, satisfaction, customer experience, user engagement, tracking survey, relationship survey","Quarterly report of our Net Promoter Score (NPS) survey.  This survey tracks users overall perception of our service delivery, measuring our performance, identifying what drives satisfaction and highlighting where we need to improve",Growth,Growth Insights
Global,2021-10-01,James Crease,https://docs.google.com/presentation/d/1eBaE8TbFJaMj3OOhVy3uohwp0iYioV4BRfLZ37KfdK8/edit?usp=sharing,2021 Q3 NPS Report,"NPS, satisfaction, customer experience, user engagement, tracking survey, relationship survey","Quarterly report of our Net Promoter Score (NPS) survey.  This survey tracks users overall perception of our service delivery, measuring our performance, identifying what drives satisfaction and highlighting where we need to improve",Growth,Growth Insights
Global,2020-07-01,James Crease,https://docs.google.com/presentation/d/1suH344AzxNTzed1cJSTWlXWWwC2qzvp1uSjlyn9u2ek/edit?usp=sharing,2020 H2 Brand Tracker Report,"brand, marketing, local markets, awareness, consideration, tracking survey, competition, non-users",Bi-annual report on the health of our brand.  How top of mind is the brand? How aware of N26 are the public? Do people consider N26?..... and how do we perform compared to the competition?,Growth,Growth Insights
Global,2021-01-01,James Crease,https://docs.google.com/presentation/d/1a2NrsHvYqR27czHcEA9Ynwjva6mXVrdTaQFVDbFas5g/edit?usp=sharing,2021 H1 Brand Tracker Report,"brand, marketing, local markets, awareness, consideration, tracking survey, competition, non-users",Bi-annual report on the health of our brand.  How top of mind is the brand? How aware of N26 are the public? Do people consider N26?..... and how do we perform compared to the competition?,Growth,Growth Insights
Global,2019-06-01,James Crease,https://drive.google.com/file/d/1EameSBZ9GJoGyGg-TSBX2yAeWH90DCxd/view?usp=sharing,June 2019 Brand Racker Report,"brand, marketing, local markets, awareness, consideration, tracking survey, competition, non-users",Report on the health of our brand.  How top of mind is the brand? How aware of N26 are the public? Do people consider N26?..... and how do we perform compared to the competition?,Growth,Growth Insights
EU,2018-12-01,James Crease,https://drive.google.com/file/d/16kUt76eql4XS6ApZtxfuvdgEmBrcSAw6/view?usp=sharing,December 2018 Brand Tracker Report - France,"brand, marketing, local markets, awareness, consideration, tracking survey, competition, non-users",Report on the health of our brand.  How top of mind is the brand? How aware of N26 are the public? Do people consider N26?..... and how do we perform compared to the competition?,Growth,Growth Insights
EU,2018-03-01,James Crease,https://drive.google.com/file/d/16kMgNMLSvduVd3_GEVxn3KBQJ72r4aw5/view?usp=sharing,March 2018 Brand Tracker Report - Germany,"brand, marketing, local markets, awareness, consideration, tracking survey, competition, non-users",Report on the health of our brand.  How top of mind is the brand? How aware of N26 are the public? Do people consider N26?..... and how do we perform compared to the competition?,Growth,Growth Insights
EU,2017-08-01,James Crease,https://drive.google.com/file/d/16iHhLW21wlSgR7kPLfmBdrcrVmrPImb7/view?usp=sharing,August 2017 Brand Tracker Report - Germany,"brand, marketing, local markets, awareness, consideration, tracking survey, competition, non-users",Report on the health of our brand.  How top of mind is the brand? How aware of N26 are the public? Do people consider N26?..... and how do we perform compared to the competition?,Growth,Growth Insights
Global,2020-09-01,James Crease,https://docs.google.com/presentation/d/16VpG0iD0RPZgIbr4U7wGeSpyYkmvubAb/edit?usp=sharing&ouid=109622168307813758195&rtpof=true&sd=true,Audience Research Full Report - Sept 2020,"audiences, segmentation, personas, local markets, banking behaviours, financial needs, financial attitudes, sizing, opportunities, competition, non-users","Our challenge was to identify sustainable growth opportunities for N26 by identifying and understanding target consumers. We ran an online quantitative survey with a robust sample of around 1,000 consumers in each of the following markets: France, Germany, Italy, Spain and the US. The sample consisted of those with an active bank account and open to digital banking. Panel sample was supplemented with N26 own customer sample. We developed a consumer segmentation and identified three target segments for N26 (out of five segments in total) who we believe provide the business with sustainable growth opportunities.",Growth,Growth Insights
Global,2020-09-01,James Crease,https://docs.google.com/presentation/d/13Rlo6x4SlHTlvg-xJfxoWQl7W-rx8Exm/edit?usp=sharing&ouid=109622168307813758195&rtpof=true&sd=true,Audience Research Executive Summary - Sept 2020,"audiences, segmentation, personas, local markets, banking behaviours, financial needs, financial attitudes, sizing, opportunities, competition, non-users","Our challenge was to identify sustainable growth opportunities for N26 by identifying and understanding target consumers. We ran an online quantitative survey with a robust sample of around 1,000 consumers in each of the following markets: France, Germany, Italy, Spain and the US. The sample consisted of those with an active bank account and open to digital banking. Panel sample was supplemented with N26 own customer sample. We developed a consumer segmentation and identified three target segments for N26 (out of five segments in total) who we believe provide the business with sustainable growth opportunities.",Growth,Growth Insights
EU,2020-09-01,James Crease,https://docs.google.com/presentation/d/1322XCxy9X5MATFmmkoivmAQeARTpK5i5/edit?usp=sharing&ouid=109622168307813758195&rtpof=true&sd=true,Audience Research Market Factbook - France - Sept 2020,"audiences, segmentation, personas, local markets, banking behaviours, financial needs, financial attitudes, sizing, opportunities, competition, non-users, france","Our challenge was to identify sustainable growth opportunities for N26 by identifying and understanding target consumers. We ran an online quantitative survey with a robust sample of around 1,000 consumers in each of the following markets: France, Germany, Italy, Spain and the US. The sample consisted of those with an active bank account and open to digital banking. Panel sample was supplemented with N26 own customer sample. We developed a consumer segmentation and identified three target segments for N26 (out of five segments in total) who we believe provide the business with sustainable growth opportunities.",Growth,Growth Insights
EU,2020-09-01,James Crease,https://docs.google.com/presentation/d/13EKMhqmslZKat7teLXTDu5wJAgprg6fi/edit?usp=sharing&ouid=109622168307813758195&rtpof=true&sd=true,Audience Research Market Factbook - Germany - Sept 2020,"audiences, segmentation, personas, local markets, banking behaviours, financial needs, financial attitudes, sizing, opportunities, competition, non-users, germany","Our challenge was to identify sustainable growth opportunities for N26 by identifying and understanding target consumers. We ran an online quantitative survey with a robust sample of around 1,000 consumers in each of the following markets: France, Germany, Italy, Spain and the US. The sample consisted of those with an active bank account and open to digital banking. Panel sample was supplemented with N26 own customer sample. We developed a consumer segmentation and identified three target segments for N26 (out of five segments in total) who we believe provide the business with sustainable growth opportunities.",Growth,Growth Insights
EU,2020-09-01,James Crease,https://docs.google.com/presentation/d/132s6zs-oMJ0Mh9S5M_zR9DgVCMiKxIcv/edit?usp=sharing&ouid=109622168307813758195&rtpof=true&sd=true,Audience Research Market Factbook - Italy - Sept 2020,"audiences, segmentation, personas, local markets, banking behaviours, financial needs, financial attitudes, sizing, opportunities, competition, non-users, italy","Our challenge was to identify sustainable growth opportunities for N26 by identifying and understanding target consumers. We ran an online quantitative survey with a robust sample of around 1,000 consumers in each of the following markets: France, Germany, Italy, Spain and the US. The sample consisted of those with an active bank account and open to digital banking. Panel sample was supplemented with N26 own customer sample. We developed a consumer segmentation and identified three target segments for N26 (out of five segments in total) who we believe provide the business with sustainable growth opportunities.",Growth,Growth Insights
EU,2020-09-01,James Crease,https://docs.google.com/presentation/d/13CokYQdIISIEJ5vzFLGd1M7eGGd7sUgQ/edit?usp=sharing&ouid=109622168307813758195&rtpof=true&sd=true,Audience Research Market Factbook - Spain - Sept 2020,"audiences, segmentation, personas, local markets, banking behaviours, financial needs, financial attitudes, sizing, opportunities, competition, non-users, spain","Our challenge was to identify sustainable growth opportunities for N26 by identifying and understanding target consumers. We ran an online quantitative survey with a robust sample of around 1,000 consumers in each of the following markets: France, Germany, Italy, Spain and the US. The sample consisted of those with an active bank account and open to digital banking. Panel sample was supplemented with N26 own customer sample. We developed a consumer segmentation and identified three target segments for N26 (out of five segments in total) who we believe provide the business with sustainable growth opportunities.",Growth,Growth Insights
US,2020-09-01,James Crease,https://docs.google.com/presentation/d/134uEFhm2DUqASsrEix5EypAkf2aDJbgG/edit?usp=sharing&ouid=109622168307813758195&rtpof=true&sd=true,Audience Research Market Factbook - US - Sept 2020,"audiences, segmentation, personas, local markets, banking behaviours, financial needs, financial attitudes, sizing, opportunities, competition, non-users, us","Our challenge was to identify sustainable growth opportunities for N26 by identifying and understanding target consumers. We ran an online quantitative survey with a robust sample of around 1,000 consumers in each of the following markets: France, Germany, Italy, Spain and the US. The sample consisted of those with an active bank account and open to digital banking. Panel sample was supplemented with N26 own customer sample. We developed a consumer segmentation and identified three target segments for N26 (out of five segments in total) who we believe provide the business with sustainable growth opportunities.",Growth,Growth Insights
EU,2021-07-01,James Crease,https://docs.google.com/presentation/d/1ed-PW24hKL44A3Bq-n7j5mc9m2s9NjVpbvpcAW5ObBI/edit?usp=sharing,Audience and Persona Prioritisation,"audiences, segmentation, personas, local markets, banking behaviours, financial needs, financial attitudes, sizing, opportunities, competition, non-users",Having identified 3 priority audience for N26 we set out to discover which represented the biggest opportunity and if there were any potential high value sub-groups within each.  Once these groups were identified potential Personas were created for each,Growth,Growth Insights
EU,2019-11-01,James Crease,https://docs.google.com/presentation/d/1mCOrp3vyCFiCO3CldIKIT16AZCHtXKjPpHa-154fOo4/edit?usp=sharing,Customer Non-customer Profiling Report,"profiling, demographics, users, local markets, banking behaviours, financial needs, financial attitudes, sizing, opportunities, competition, non-users",The objective of the report is to show at a very high level what our current customers look like and how they might differ to our potential target market.,Growth,Growth Insights
EU,2021-02-01,James Crease,https://drive.google.com/file/d/1PVbR7wFONPrbxbbmujH30M3vmVASezx4/view?usp=sharing,Reaching the female target audience in France,"brand, marketing, brand image, gender, awareness, consideration, competition, non-users, barriers",The research sort to understand why we were observing a poorer sign up rate amongst females in the French market.  It concluded that even when people have heard of N26 we do not have a strong brand position and do not stand for anything.  As women showed a slight tendency to seek more reassurance about a bank before signing up our lack of credibility had a more negative impact with this group.,Growth,Growth Insights
EU,2021-10-01,James Crease,https://docs.google.com/presentation/d/1ygRT0kLxPwTPcSt-M857sMOzFod_9RKXQkC-pWLvhyE/edit?usp=sharing,Reasons for early lapsing in France,"NPS, satisfaction, customer experience, user engagement, lapsing, churn, retention, reactivation",Satisfaction with N26 amongst Early Lapsers is very low as shown by the poor NPS… however this somewhat hides the story. There are those that lapse due to their own personal situation and those that lapse due to issues in our service delivery. Those that lapse for personal reasons tend to say they have no money right now or can't see an immediate need to use N26. this is likely connected to the fact that they do not plan to use N26 as their primary account. Importantly using the account only for travel (and not being able to travel) has dropped a lot as the reason for lapsing since November 2020. Those that lapse due to issues with service delivery also have lower NPS and are far more likely to say they will close their account.  The reasons they give are often: Missing the French IBAN; They did not receive their card; Adding money to the account is too hard or too expensive,Growth,Growth Insights
EU,2021-11-01,James Crease,https://docs.google.com/presentation/d/147lL5WeOl3ywVLkXmGa02XCS0vQtlehT/edit?usp=sharing&ouid=109622168307813758195&rtpof=true&sd=true,Understanding the digital bank purchase journey in Italy,"brand, marketing, brand image, gender, awareness, consideration, competition, non-users, barriers, users, local markets, banking behaviours, purchase journey","This research set out to understand the purchase journey within the digital banking territory and to deep dive into the usage and behavior in each milestone of the purchase journey, which starts from needs toward digital banking, awareness, trial, usage, to referral. This was done via online focus groups with both users and non-users of N26 in Italy.",Growth,Growth Insights
Global,2020-11-01,James Crease,https://docs.google.com/presentation/d/1uSmo8OVWYPrX6se9vsDNw9unzx2uMNKKR5kIw19BzhM/edit?usp=sharing,Reasons for Lapsing - Global Results,"NPS, satisfaction, customer experience, user engagement, lapsing, churn, retention, reactivation",Survey with users that have lapsed in the past month asking them how they use their N26 account and why they had lapsed in the past month.,Growth,Growth Insights
EU,2021-08-01,James Crease,https://drive.google.com/file/d/1sRbohbZaTY5_yX8s-nmj8VA7lECR5gKK/view?usp=sharing,Marketplace concept test and vertical prioritisation,"audiences, segmentation, verticals, marketplace, sizing, opportunities, competition, non-users","The marketplace platform concept is developing with a range of product verticals being considered. Before moving forward with any decisions on these verticals, a clear picture of which ones offer the largest opportunity was needed. Evaluating the potential of the marketplace and which the verticals should be available is just as, if not more, important. This survey used custom questions to understand the product verticals and the role they can play within the N26 marketplace concept. We used an aligned survey across core EU markets.",Growth,Growth Insights
EU,2020-10-01,James Crease,https://docs.google.com/presentation/d/1BnQKj_K1f6-liEJM8aF4tmsGLHUIBuii/edit?usp=sharing&ouid=109622168307813758195&rtpof=true&sd=true,Membership Tier Optimization Conjoint Modeling,"tier optimization, sizing, competition, smart, users, non-users","The study was ran across 4 markets, with consumers in the general market and N26 customers, and with a focus on N26 and its main competitors. The resulting conjoint model was used to develop scenarios predicting the potential impact the introduction of Smart would have on consumers' prefered bank account and the resulting revenue N26 could expect to make.",Growth,Growth Insights
